"id" "values" "real_avg" "alpha_0.25" "alpha_0.5" "alpha_0.75" "alpha_0.05" "alpha_0.95" "closest_id" "closest_difference"
457 84 50.2494529540482 72.3849804099612 63.5654686557317 53.4407235447603 81.3471581542254 48.6843918669812 5 1.56506108706695
458 90 50.3362445414847 85.5962451024903 76.7827343278659 62.5805426585702 89.5673579077113 50.7501722736321 5 0.413927732147414
459 74 50.3877995642702 76.8990612756226 75.3913671639329 65.4354069939277 74.7783678953856 51.9126636599505 5 1.52486409568037
460 59 50.4065217391304 63.4747653189056 67.1956835819665 63.8265552454457 59.7889183947693 52.267030476953 5 1.86050873782256
461 34 50.3709327548807 41.3686913297264 50.5978417909832 56.3699164340843 35.2894459197385 51.3536789531054 2 0.226909036102519
462 66 50.4047619047619 59.8421728324316 58.2989208954916 58.7774373255632 64.4644722959869 52.0859950054501 5 1.68123310068817
463 4 50.304535637149 17.9605432081079 31.1494604477458 45.0830779941724 7.02322361479935 49.6816952551776 5 0.622840381971457
464 42 50.2866379310345 35.990135802027 36.5747302238729 44.3123084956293 40.25116118074 49.2976104924187 5 0.989027438615793
465 9 50.1978494623656 15.7475339505067 22.7873651119365 35.484231371722 10.562558059037 47.2827299677978 5 2.91511949456784
466 18 50.1287553648069 17.4368834876267 20.3936825559682 31.1131735287915 17.6281279029518 45.8185934694079 5 4.31016189539901
467 23 50.0706638115632 21.6092208719067 21.6968412779841 29.0848801465936 22.7314063951476 44.6776637959375 5 5.3930000156257
468 93 50.1623931623932 75.1523052179767 57.3484206389921 45.0636601099452 89.4865703197574 47.0937806061406 5 3.06861255625257
469 62 50.1876332622601 65.2880763044942 59.674210319496 49.2977450824589 63.3743285159879 47.8390915758336 3 0.889888179801225
470 48 50.1829787234043 52.3220190761235 53.837105159748 48.9733088118442 48.7687164257994 47.8471369970419 3 1.20966991156008
471 62 50.208067940552 59.5805047690309 57.918552579874 52.2299816088831 61.33843582129 48.5547801471898 5 1.65328779336223
472 42 50.1906779661017 46.3951261922577 49.959276289937 49.6724862066624 42.9669217910645 48.2270411398303 2 0.231401676164708
473 73 50.2389006342495 66.3487815480644 61.4796381449685 55.5043646549968 71.4983460895532 49.4656890828388 5 0.773211551410689
474 8 50.1497890295359 22.5871953870161 34.7398190724843 43.6282734912476 11.1749173044777 47.3924046286969 5 2.75738440083902
475 82 50.2168421052632 67.146798846754 58.3699095362421 53.2212051184357 78.4587458652239 49.122784397262 5 1.09405770800116
476 89 50.2983193277311 83.5366997116885 73.6849547681211 62.1659038388268 88.4729372932612 51.1166451773989 5 0.818325849667808
477 86 50.3731656184487 85.3841749279221 79.8424773840605 68.1244278791201 86.1236468646631 52.860812918529 5 2.48764730008032
478 87 50.4497907949791 86.5960437319805 83.4212386920303 72.8433209093401 86.9561823432331 54.5677722726025 5 4.11798147762343
479 27 50.4008350730689 41.8990109329951 55.2106193460151 61.382490682005 29.9978091171617 53.1893836589724 5 2.78854858590348
480 32 50.3625 34.4747527332488 43.6053096730076 54.0368680115038 31.8998904558581 52.1299144760238 5 1.76741447602376
481 100 50.4656964656965 83.6186881833122 71.8026548365038 65.5276510086278 96.5949945227929 54.5234187522226 5 4.05772228652611
482 2 50.3651452282158 22.4046720458281 36.9013274182519 49.6457382564709 6.72974972613965 51.8972478146115 3 0.719406971744903
483 64 50.3933747412008 53.601168011457 50.4506637091259 53.2343036923532 61.136487486307 52.5023854238809 2 0.0572889679251034
484 28 50.3471074380165 34.4002920028643 39.225331854563 46.9257277692649 29.6568243743153 51.2772661526868 5 0.930158714670306
485 33 50.3113402061856 33.3500730007161 36.1126659272815 43.4442958269486 32.8328412187158 50.3634028450525 5 0.0520626388669214
486 34 50.2777777777778 33.837518250179 35.0563329636407 41.0832218702115 33.9416420609358 49.5452327027999 5 0.732545074977914
487 52 50.2813141683778 47.4593795625448 43.5281664818204 43.8124164026586 51.0970821030468 49.6679710676599 5 0.613343100717955
488 26 50.2315573770492 31.3648448906362 34.7640832409102 39.359312301994 27.2548541051523 48.4845725142769 5 1.7469848627723
489 55 50.241308793456 49.091211222659 44.8820416204551 43.2694842264955 53.6127427052576 48.810343888563 1 1.150097570797
490 5 50.1489795918367 16.0228028056648 24.9410208102275 33.7021131698716 7.43063713526288 46.6198266941349 5 3.52915289770186
491 86 50.2219959266803 68.5057007014162 55.4705104051138 46.7765848774037 82.0715318567631 48.5888353594282 5 1.63316056725211
492 46 50.2134146341464 51.626425175354 50.7352552025569 46.5824386580528 47.8035765928382 48.4593935914567 2 0.521840568410532
493 8 50.1277890466532 18.9066062938385 29.3676276012784 36.9368289935396 9.99017882964191 46.4364239118839 5 3.69136513476925
494 72 50.1720647773279 58.7266515734596 50.6838138006392 45.7026217451547 68.8995089414821 47.7146027162897 2 0.511749023311275
495 49 50.169696969697 51.4316628933649 49.8419069003196 46.526966308866 49.9949754470741 47.7788725804752 4 0.174721522622882
496 67 50.2036290322581 63.1079157233412 58.4209534501598 51.6452247316495 66.1497487723537 48.7399289514515 3 1.44159569939143
497 19 50.1408450704226 30.0269789308353 38.7104767250799 43.4839185487371 21.3574874386177 47.2529325038789 5 2.88791256654366
498 2 50.0441767068273 9.00674473270883 20.35523836254 33.1129389115529 2.96787437193088 44.9902858786849 5 5.05389082814238
499 58 50.060120240481 45.7516861831772 39.17761918127 39.3347041836646 55.2483937185965 45.6407715847507 1 4.30843405730377
500 56 50.072 53.4379215457943 47.588809590635 43.5010281377485 55.9624196859298 46.1587330055132 2 2.48319040936503
